IsCanceled,LeadTime,Meal,Country,MarketSegment,DistributionChannel,ReservedRoomType,AssignedRoomType,BookingChanges,DepositType,CustomerType,RequiredCarParkingSpaces
0,149,SC       ,FRA,Online TA,TA/TO,E               ,I               ,13,No Deposit     ,Transient,0
1,27,BB       ,PRT,Direct,Direct,A               ,A               ,0,No Deposit     ,Transient,0
1,95,BB       ,ESP,Online TA,TA/TO,G               ,G               ,0,No Deposit     ,Transient,0
0,182,BB       ,PRT,Offline TA/TO,TA/TO,D               ,I               ,0,No Deposit     ,Transient,0
1,171,BB       ,PRT,Offline TA/TO,TA/TO,D               ,D               ,0,No Deposit     ,Transient,0
0,33,BB       ,PRT,Groups,Corporate,A               ,A               ,0,No Deposit     ,Transient-Party,1
0,0,BB       ,PRT,Direct,Direct,A               ,D               ,0,No Deposit     ,Transient-Party,1
0,34,HB       ,ESP,Direct,Direct,F               ,F               ,2,No Deposit     ,Transient,0
0,159,BB       ,CN,Offline TA/TO,TA/TO,E               ,E               ,0,No Deposit     ,Transient,0
1,129,BB       ,PRT,Direct,Direct,D               ,D               ,0,No Deposit     ,Transient,0
1,119,BB       ,PRT,Online TA,TA/TO,A               ,A               ,0,No Deposit     ,Transient,0
0,26,BB       ,GBR,Online TA,TA/TO,G               ,G               ,0,No Deposit     ,Transient,0
1,49,HB       ,PRT,Groups,Direct,E               ,E               ,0,No Deposit     ,Transient-Party,0
0,9,BB       ,USA,Online TA,TA/TO,A               ,A               ,1,No Deposit     ,Transient,0
0,6,BB       ,PRT,Online TA,TA/TO,A               ,A               ,0,No Deposit     ,Transient,1
0,59,HB       ,ESP,Online TA,TA/TO,A               ,D               ,2,No Deposit     ,Transient,0
0,0,HB       ,PRT,Corporate,Corporate,A               ,A               ,0,No Deposit     ,Transient,0
1,41,BB       ,CHE,Online TA,TA/TO,A               ,A               ,0,No Deposit     ,Transient,0
0,0,BB       ,PRT,Direct,Direct,A               ,A               ,0,No Deposit     ,Transient,0
0,160,BB       ,POL,Direct,Direct,H               ,H               ,0,No Deposit     ,Transient,0
1,77,BB       ,ESP,Online TA,TA/TO,D               ,D               ,2,No Deposit     ,Transient,0
0,27,BB       ,FRA,Online TA,TA/TO,E               ,E               ,0,No Deposit     ,Transient,0
0,53,HB       ,DEU,Groups,TA/TO,A               ,A               ,0,No Deposit     ,Transient-Party,0
0,10,BB       ,PRT,Direct,Direct,A               ,A               ,0,No Deposit     ,Transient-Party,0
1,26,HB       ,PRT,Online TA,TA/TO,E               ,E               ,0,No Deposit     ,Transient,0
0,273,BB       ,AUS,Offline TA/TO,TA/TO,A               ,A               ,0,No Deposit     ,Transient-Party,0
0,0,BB       ,PRT,Online TA,Direct,A               ,A               ,0,No Deposit     ,Transient,1
0,83,HB       ,GBR,Offline TA/TO,TA/TO,E               ,E               ,0,No Deposit     ,Transient,0
0,128,HB       ,FRA,Direct,Direct,A               ,A               ,0,No Deposit     ,Transient,0
1,40,BB       ,PRT,Groups,Corporate,A               ,A               ,0,Non Refund     ,Transient,0
0,185,BB       ,ITA,Offline TA/TO,TA/TO,A               ,A               ,0,No Deposit     ,Transient-Party,0
0,93,BB       ,PRT,Online TA,TA/TO,A               ,A               ,0,No Deposit     ,Transient,0
1,33,BB       ,PRT,Online TA,TA/TO,A               ,A               ,0,No Deposit     ,Transient,0
0,18,HB       ,ESP,Direct,Direct,D               ,D               ,0,No Deposit     ,Transient,0
0,156,BB       ,IRL,Offline TA/TO,TA/TO,A               ,A               ,0,No Deposit     ,Transient,0
0,1,BB       ,PRT,Online TA,TA/TO,D               ,D               ,0,No Deposit     ,Transient,1
0,25,BB       ,FRA,Online TA,TA/TO,F               ,F               ,0,No Deposit     ,Transient,0
1,3,BB       ,PRT,Online TA,TA/TO,G               ,G               ,0,No Deposit     ,Transient,0
0,0,BB       ,PRT,Online TA,TA/TO,A               ,A               ,0,No Deposit     ,Transient,0
0,208,BB       ,CN,Online TA,TA/TO,D               ,D               ,0,No Deposit     ,Transient,0
1,167,HB       ,PRT,Online TA,TA/TO,D               ,D               ,1,No Deposit     ,Transient,0
0,27,HB       ,ITA,Online TA,TA/TO,A               ,A               ,1,No Deposit     ,Transient-Party,0
0,367,BB       ,GBR,Offline TA/TO,TA/TO,D               ,D               ,0,No Deposit     ,Transient,0
0,27,HB       ,GBR,Online TA,TA/TO,D               ,D               ,0,No Deposit     ,Transient,0
1,13,BB       ,PRT,Online TA,TA/TO,A               ,A               ,0,No Deposit     ,Transient,0
0,171,HB       ,GBR,Online TA,TA/TO,D               ,D               ,1,No Deposit     ,Transient,0
0,77,HB       ,DEU,Online TA,TA/TO,D               ,D               ,0,No Deposit     ,Transient,0
0,210,HB       ,PRT,Offline TA/TO,TA/TO,E               ,E               ,0,No Deposit     ,Transient,1
0,53,HB       ,AUT,Offline TA/TO,TA/TO,A               ,A               ,0,No Deposit     ,Contract,0
0,12,BB       ,BRA,Online TA,TA/TO,A               ,E               ,0,No Deposit     ,Transient,0
1,189,BB       ,PRT,Groups,TA/TO,A               ,A               ,0,No Deposit     ,Transient-Party,0
0,179,BB       ,PRT,Direct,Direct,D               ,D               ,1,No Deposit     ,Transient,1
1,116,BB       ,PRT,Offline TA/TO,TA/TO,D               ,D               ,0,No Deposit     ,Transient-Party,0
0,0,BB       ,PRT,Online TA,TA/TO,A               ,A               ,0,No Deposit     ,Transient,0
0,23,BB       ,PRT,Direct,Direct,E               ,E               ,0,No Deposit     ,Transient,0
1,120,HB       ,PRT,Online TA,TA/TO,F               ,F               ,0,No Deposit     ,Transient,0
0,0,BB       ,PRT,Online TA,TA/TO,A               ,D               ,0,No Deposit     ,Transient,0
0,62,BB       ,PRT,Direct,Direct,D               ,I               ,0,No Deposit     ,Transient,0
0,241,BB       ,GBR,Groups,TA/TO,D               ,D               ,0,No Deposit     ,Transient-Party,0
0,3,BB       ,PRT,Corporate,Corporate,A               ,I               ,0,No Deposit     ,Transient,0
1,153,BB       ,GBR,Online TA,TA/TO,A               ,A               ,0,No Deposit     ,Transient,0
0,14,BB       ,GBR,Offline TA/TO,TA/TO,A               ,A               ,0,No Deposit     ,Transient,0
0,38,BB       ,GBR,Online TA,TA/TO,G               ,G               ,1,No Deposit     ,Transient,0
0,81,BB       ,IDN,Offline TA/TO,TA/TO,A               ,A               ,0,No Deposit     ,Transient,0
1,56,BB       ,AUS,Online TA,TA/TO,E               ,E               ,0,No Deposit     ,Transient,0
0,3,HB       ,ESP,Online TA,TA/TO,A               ,D               ,0,No Deposit     ,Transient,1
0,222,BB       ,GBR,Online TA,TA/TO,A               ,I               ,1,No Deposit     ,Transient,0
1,81,BB       ,PRT,Online TA,TA/TO,A               ,A               ,0,No Deposit     ,Transient,0
0,13,HB       ,IRL,Groups,TA/TO,A               ,D               ,1,No Deposit     ,Transient-Party,0
0,232,HB       ,EST,Offline TA/TO,TA/TO,A               ,A               ,0,No Deposit     ,Transient,0
0,39,BB       ,POL,Direct,Direct,G               ,G               ,2,No Deposit     ,Transient,0
0,225,BB       ,GBR,Offline TA/TO,TA/TO,D               ,D               ,0,No Deposit     ,Contract,0
0,114,BB       ,GBR,Offline TA/TO,TA/TO,D               ,I               ,0,No Deposit     ,Contract,0
0,2,BB       ,PRT,Offline TA/TO,TA/TO,A               ,C               ,0,No Deposit     ,Transient,1
0,1,BB       ,GBR,Online TA,TA/TO,A               ,A               ,0,No Deposit     ,Transient,0
1,259,BB       ,GBR,Groups,Corporate,A               ,A               ,0,Non Refund     ,Transient,0
0,9,BB       ,PRT,Direct,Direct,A               ,A               ,0,No Deposit     ,Transient,0
0,0,BB       ,PRT,Direct,Direct,D               ,D               ,0,No Deposit     ,Transient,0
0,9,BB       ,GBR,Direct,TA/TO,A               ,H               ,0,No Deposit     ,Transient,0
0,1,BB       ,USA,Online TA,TA/TO,A               ,A               ,0,No Deposit     ,Transient,0
0,105,Undefined,ESP,Offline TA/TO,TA/TO,A               ,A               ,0,No Deposit     ,Transient-Party,0
0,108,HB       ,GBR,Offline TA/TO,TA/TO,A               ,A               ,0,No Deposit     ,Transient,0
0,0,BB       ,PRT,Corporate,Corporate,A               ,A               ,0,No Deposit     ,Transient,0
1,97,BB       ,PRT,Online TA,TA/TO,E               ,E               ,0,No Deposit     ,Transient,0
0,7,BB       ,PRT,Online TA,TA/TO,A               ,D               ,0,No Deposit     ,Transient,0
0,0,BB       ,PRT,Offline TA/TO,TA/TO,A               ,I               ,0,No Deposit     ,Group,0
0,3,BB       ,PRT,Groups,TA/TO,A               ,A               ,0,No Deposit     ,Transient-Party,1
0,43,BB       ,GBR,Online TA,TA/TO,A               ,D               ,0,No Deposit     ,Transient-Party,0
1,9,BB       ,PRT,Groups,TA/TO,A               ,A               ,0,No Deposit     ,Transient-Party,0
0,3,BB       ,PRT,Offline TA/TO,TA/TO,A               ,A               ,0,No Deposit     ,Transient,0
0,292,HB       ,FRA,Offline TA/TO,TA/TO,A               ,D               ,1,No Deposit     ,Transient-Party,0
0,2,BB       ,PRT,Online TA,TA/TO,C               ,C               ,0,No Deposit     ,Transient,0
0,136,BB       ,CHE,Offline TA/TO,TA/TO,E               ,E               ,0,No Deposit     ,Transient-Party,0
1,106,BB       ,PRT,Online TA,TA/TO,A               ,A               ,0,No Deposit     ,Transient,0
0,230,BB       ,GBR,Offline TA/TO,TA/TO,E               ,E               ,0,No Deposit     ,Transient,0
1,170,BB       ,ROU,Online TA,TA/TO,A               ,A               ,0,No Deposit     ,Transient,0
0,6,BB       ,PRT,Corporate,Corporate,A               ,D               ,0,No Deposit     ,Transient,0
0,63,HB       ,GBR,Offline TA/TO,TA/TO,A               ,A               ,0,No Deposit     ,Contract,0
0,0,BB       ,USA,Online TA,TA/TO,F               ,G               ,1,No Deposit     ,Transient,0
0,35,BB       ,BRA,Online TA,TA/TO,C               ,C               ,0,No Deposit     ,Transient,1
0,0,BB       ,ESP,Offline TA/TO,TA/TO,A               ,D               ,1,No Deposit     ,Transient,0
0,54,BB       ,GBR,Offline TA/TO,TA/TO,D               ,D               ,0,No Deposit     ,Contract,0
0,1,BB       ,PRT,Online TA,TA/TO,E               ,E               ,0,No Deposit     ,Transient,1
1,9,BB       ,PRT,Groups,TA/TO,A               ,A               ,0,No Deposit     ,Transient-Party,0
0,58,HB       ,PRT,Online TA,TA/TO,A               ,A               ,0,No Deposit     ,Transient-Party,0
1,24,HB       ,PRT,Direct,Direct,A               ,A               ,0,No Deposit     ,Transient-Party,0
0,108,BB       ,IRL,Online TA,TA/TO,G               ,G               ,0,No Deposit     ,Transient,0
0,67,BB       ,IRL,Direct,Direct,C               ,C               ,1,No Deposit     ,Transient,0
0,0,BB       ,ITA,Direct,Direct,H               ,H               ,0,No Deposit     ,Transient,1
0,0,BB       ,PRT,Direct,Direct,E               ,E               ,0,No Deposit     ,Transient,0
0,28,BB       ,ESP,Online TA,TA/TO,A               ,A               ,0,No Deposit     ,Transient,0
0,5,BB       ,ESP,Offline TA/TO,TA/TO,A               ,A               ,0,No Deposit     ,Transient,0
0,2,BB       ,DEU,Online TA,TA/TO,G               ,G               ,0,No Deposit     ,Transient,1
1,136,BB       ,PRT,Online TA,TA/TO,E               ,E               ,0,No Deposit     ,Transient,0
0,1,HB       ,NULL,Online TA,TA/TO,A               ,A               ,1,No Deposit     ,Transient,0
1,332,HB       ,PRT,Groups,TA/TO,D               ,D               ,0,No Deposit     ,Transient-Party,0
0,17,BB       ,PRT,Groups,Corporate,A               ,A               ,0,No Deposit     ,Transient-Party,1
1,106,FB       ,PRT,Groups,Direct,A               ,A               ,0,Non Refund     ,Transient,0
0,13,BB       ,PRT,Direct,Corporate,A               ,A               ,0,No Deposit     ,Transient,0
0,96,BB       ,FRA,Online TA,TA/TO,A               ,A               ,0,No Deposit     ,Transient,1
1,40,BB       ,PRT,Online TA,TA/TO,E               ,E               ,0,No Deposit     ,Transient,0
1,264,BB       ,PRT,Online TA,TA/TO,A               ,A               ,0,No Deposit     ,Transient,0
1,88,BB       ,ESP,Online TA,TA/TO,A               ,A               ,0,No Deposit     ,Transient,0
1,34,BB       ,PRT,Online TA,TA/TO,E               ,E               ,0,No Deposit     ,Transient,0
1,152,BB       ,PRT,Groups,TA/TO,D               ,E               ,1,No Deposit     ,Transient-Party,0
0,185,BB       ,IRL,Online TA,TA/TO,A               ,A               ,0,No Deposit     ,Transient,0
0,159,BB       ,PRT,Online TA,TA/TO,F               ,F               ,0,No Deposit     ,Transient,1
1,462,HB       ,PRT,Groups,TA/TO,A               ,A               ,0,Non Refund     ,Transient,0
1,149,FB       ,PRT,Offline TA/TO,TA/TO,D               ,D               ,2,No Deposit     ,Transient,0
0,40,Undefined,PRT,Groups,Direct,A               ,A               ,1,No Deposit     ,Transient,0
1,35,BB       ,MAR,Online TA,TA/TO,G               ,G               ,0,No Deposit     ,Transient,0
0,29,HB       ,IRL,Online TA,TA/TO,A               ,A               ,1,No Deposit     ,Transient,0
0,104,HB       ,FRA,Offline TA/TO,TA/TO,A               ,A               ,0,No Deposit     ,Transient,0
0,79,HB       ,PRT,Direct,Direct,G               ,G               ,1,No Deposit     ,Transient,0
0,0,BB       ,GBR,Direct,Direct,A               ,E               ,1,No Deposit     ,Transient-Party,0
1,12,Undefined,PRT,Groups,Direct,A               ,A               ,1,No Deposit     ,Transient-Party,0
1,54,HB       ,PRT,Online TA,TA/TO,D               ,D               ,0,No Deposit     ,Transient,0
0,0,BB       ,PRT,Direct,Direct,D               ,D               ,0,No Deposit     ,Transient,0
0,199,BB       ,PRT,Direct,Direct,E               ,E               ,2,No Deposit     ,Transient-Party,0
1,14,Undefined,PRT,Groups,TA/TO,A               ,A               ,0,No Deposit     ,Transient-Party,0
0,89,BB       ,CN,Online TA,TA/TO,F               ,F               ,0,No Deposit     ,Transient,0
0,8,BB       ,PRT,Offline TA/TO,TA/TO,A               ,A               ,0,No Deposit     ,Transient,0
1,55,BB       ,PRT,Direct,Direct,A               ,A               ,0,No Deposit     ,Transient,0
0,9,BB       ,POL,Online TA,TA/TO,E               ,E               ,0,No Deposit     ,Transient,0
