IsCanceled,LeadTime,MarketSegment,DistributionChannel,CustomerType,RequiredCarParkingSpaces
0,167,Offline TA/TO,TA/TO,Transient,0
0,57,Direct,Direct,Transient,0
0,47,Online TA,TA/TO,Transient,0
0,31,Online TA,TA/TO,Transient,0
0,29,Online TA,TA/TO,Transient,0
0,1,Corporate,Corporate,Transient-Party,1
0,48,Online TA,TA/TO,Transient,0
0,38,Offline TA/TO,TA/TO,Contract,0
0,34,Online TA,TA/TO,Transient,0
0,25,Online TA,TA/TO,Transient,0
0,105,Online TA,TA/TO,Transient,0
0,3,Offline TA/TO,TA/TO,Transient,0
0,10,Offline TA/TO,TA/TO,Group,0
0,26,Corporate,Corporate,Transient-Party,1
0,194,Offline TA/TO,TA/TO,Transient,0
0,80,Offline TA/TO,TA/TO,Contract,0
0,1,Direct,Direct,Transient,0
0,1,Direct,Direct,Transient,0
0,153,Online TA,TA/TO,Transient,0
0,61,Online TA,TA/TO,Transient,1
0,27,Online TA,TA/TO,Transient,1
0,33,Direct,Direct,Transient,0
0,66,Online TA,TA/TO,Transient,1
0,1,Corporate,Corporate,Transient,0
0,15,Corporate,Corporate,Transient-Party,0
0,15,Corporate,Corporate,Transient-Party,0
0,56,Online TA,TA/TO,Transient-Party,0
0,54,Online TA,TA/TO,Transient,0
0,15,Corporate,Corporate,Transient-Party,0
0,15,Corporate,Corporate,Transient-Party,0
0,15,Corporate,Corporate,Transient-Party,0
0,15,Corporate,Corporate,Transient-Party,0
0,15,Corporate,Corporate,Transient-Party,0
0,15,Corporate,Corporate,Transient-Party,0
0,15,Corporate,Corporate,Transient-Party,0
0,15,Corporate,Corporate,Transient-Party,0
0,15,Corporate,Corporate,Transient-Party,0
0,15,Corporate,Corporate,Transient-Party,0
0,15,Corporate,Corporate,Transient-Party,0
0,15,Corporate,Corporate,Transient-Party,0
0,15,Corporate,Corporate,Transient-Party,0
0,15,Corporate,Corporate,Transient-Party,0
0,56,Online TA,TA/TO,Transient-Party,0
0,26,Online TA,TA/TO,Transient-Party,0
0,73,Direct,Direct,Transient,0
0,26,Online TA,TA/TO,Transient-Party,0
0,170,Online TA,TA/TO,Transient,1
0,81,Online TA,TA/TO,Transient,0
0,12,Offline TA/TO,TA/TO,Contract,0
0,33,Direct,Direct,Transient,1
0,57,Direct,Corporate,Transient,0
0,56,Direct,Direct,Transient,1
0,56,Online TA,TA/TO,Transient,0
0,58,Direct,Corporate,Transient,0
0,57,Direct,Corporate,Transient,0
0,70,Direct,Direct,Transient,0
0,137,Offline TA/TO,TA/TO,Transient,0
0,30,Direct,Direct,Transient,1
0,265,Online TA,TA/TO,Transient,0
0,265,Online TA,TA/TO,Transient,0
0,264,Offline TA/TO,TA/TO,Transient,0
0,265,Online TA,TA/TO,Transient,0
0,25,Online TA,TA/TO,Transient,1
0,0,Online TA,TA/TO,Transient,1
0,9,Online TA,TA/TO,Transient,0
0,61,Online TA,TA/TO,Transient,1
0,4,Offline TA/TO,TA/TO,Contract,0
0,5,Online TA,TA/TO,Transient,0
0,1,Online TA,TA/TO,Transient,1
0,170,Direct,Direct,Transient,0
0,63,Online TA,TA/TO,Transient,0
0,4,Online TA,TA/TO,Transient,0
0,5,Online TA,TA/TO,Transient,0
0,15,Corporate,Corporate,Transient-Party,0
0,150,Offline TA/TO,TA/TO,Contract,0
0,152,Groups,TA/TO,Transient-Party,1
0,152,Groups,TA/TO,Transient-Party,1
0,152,Groups,TA/TO,Transient-Party,0
0,152,Groups,TA/TO,Transient-Party,0
0,151,Groups,TA/TO,Transient-Party,1
0,152,Groups,TA/TO,Transient-Party,0
0,152,Groups,TA/TO,Transient-Party,0
0,152,Groups,TA/TO,Transient-Party,0
0,151,Groups,TA/TO,Transient-Party,0
0,152,Groups,TA/TO,Transient-Party,1
0,0,Direct,Direct,Transient,0
0,152,Groups,TA/TO,Transient-Party,0
0,152,Groups,TA/TO,Transient-Party,0
0,152,Groups,TA/TO,Transient-Party,1
0,152,Groups,TA/TO,Transient-Party,0
0,152,Groups,TA/TO,Transient-Party,0
0,152,Groups,TA/TO,Transient-Party,0
0,152,Groups,TA/TO,Transient-Party,0
0,152,Groups,TA/TO,Transient-Party,0
0,152,Groups,TA/TO,Transient-Party,0
0,152,Groups,TA/TO,Transient-Party,0
0,152,Groups,TA/TO,Transient-Party,0
0,152,Groups,TA/TO,Transient-Party,0
0,78,Offline TA/TO,TA/TO,Contract,0
0,152,Groups,TA/TO,Transient-Party,0
0,152,Groups,TA/TO,Transient-Party,0
0,152,Groups,TA/TO,Transient-Party,1
0,152,Groups,TA/TO,Transient-Party,0
0,152,Groups,TA/TO,Transient-Party,0
0,8,Online TA,TA/TO,Transient,0
0,152,Groups,TA/TO,Transient-Party,0
0,78,Offline TA/TO,TA/TO,Contract,0
0,152,Groups,TA/TO,Transient-Party,1
0,152,Groups,TA/TO,Transient-Party,0
0,14,Direct,Direct,Transient,0
0,0,Online TA,TA/TO,Transient,0
0,17,Offline TA/TO,TA/TO,Contract,0
0,152,Groups,TA/TO,Transient-Party,0
0,252,Groups,TA/TO,Transient-Party,1
0,209,Online TA,TA/TO,Transient,1
0,2,Direct,Direct,Transient-Party,0
0,1,Online TA,TA/TO,Transient,1
0,1,Online TA,TA/TO,Transient,1
0,20,Online TA,TA/TO,Transient,0
0,199,Online TA,TA/TO,Transient,1
0,55,Online TA,TA/TO,Transient,1
0,152,Groups,TA/TO,Transient-Party,0
0,63,Online TA,TA/TO,Transient,0
0,4,Online TA,TA/TO,Transient,1
0,9,Online TA,TA/TO,Transient,1
0,3,Online TA,TA/TO,Transient,0
0,152,Groups,TA/TO,Transient-Party,0
0,0,Direct,Direct,Transient,0
0,73,Offline TA/TO,TA/TO,Contract,0
0,0,Direct,Direct,Transient,0
0,30,Offline TA/TO,TA/TO,Contract,0
0,152,Groups,TA/TO,Transient-Party,0
0,152,Groups,TA/TO,Transient-Party,0
0,2,Online TA,TA/TO,Transient,0
0,2,Corporate,Corporate,Transient,0
0,153,Groups,TA/TO,Transient-Party,0
0,152,Groups,TA/TO,Transient-Party,0
0,152,Groups,TA/TO,Transient-Party,0
0,152,Groups,TA/TO,Transient-Party,0
0,152,Groups,TA/TO,Transient-Party,1
0,152,Groups,TA/TO,Transient-Party,0
0,1,Online TA,TA/TO,Transient-Party,1
0,1,Online TA,TA/TO,Transient-Party,0
0,9,Direct,Direct,Transient,0
0,150,Groups,TA/TO,Transient-Party,1
0,152,Groups,TA/TO,Transient-Party,1
0,63,Direct,Direct,Transient,0
0,64,Online TA,TA/TO,Transient,0
0,152,Groups,TA/TO,Transient-Party,1
0,152,Groups,TA/TO,Transient-Party,0
0,152,Groups,TA/TO,Transient-Party,0
0,152,Groups,TA/TO,Transient-Party,0
0,152,Groups,TA/TO,Transient-Party,0
0,152,Groups,TA/TO,Transient-Party,0
0,152,Groups,TA/TO,Transient-Party,0
0,125,Offline TA/TO,TA/TO,Contract,0
0,152,Groups,TA/TO,Transient-Party,1
0,152,Groups,TA/TO,Transient-Party,0
0,152,Groups,TA/TO,Transient-Party,0
0,1,Online TA,TA/TO,Transient,0
0,83,Offline TA/TO,TA/TO,Contract,0
0,125,Offline TA/TO,TA/TO,Contract,0
0,152,Groups,TA/TO,Transient-Party,1
0,72,Offline TA/TO,TA/TO,Contract,0
0,152,Groups,TA/TO,Transient-Party,1
0,72,Offline TA/TO,TA/TO,Contract,0
0,7,Online TA,TA/TO,Transient,1
0,152,Groups,TA/TO,Transient-Party,0
0,152,Groups,TA/TO,Transient-Party,0
0,33,Online TA,TA/TO,Transient,0
0,205,Online TA,TA/TO,Transient,0
0,205,Online TA,TA/TO,Transient,0
0,152,Groups,TA/TO,Transient-Party,0
0,38,Online TA,TA/TO,Transient,0
0,207,Online TA,TA/TO,Transient,0
0,152,Groups,TA/TO,Transient-Party,1
0,152,Groups,TA/TO,Transient-Party,0
0,208,Online TA,TA/TO,Transient,0
0,30,Direct,Direct,Transient,0
0,214,Online TA,TA/TO,Transient,0
0,20,Online TA,TA/TO,Transient,0
0,152,Groups,TA/TO,Transient-Party,0
0,29,Online TA,TA/TO,Transient,0
0,151,Groups,TA/TO,Transient-Party,0
0,36,Direct,Direct,Transient,1
0,152,Groups,TA/TO,Transient-Party,0
0,152,Groups,TA/TO,Transient-Party,0
0,112,Offline TA/TO,TA/TO,Contract,0
0,29,Online TA,TA/TO,Transient,0
0,40,Online TA,TA/TO,Transient,0
0,240,Online TA,TA/TO,Transient-Party,0
0,0,Online TA,TA/TO,Transient,1
0,10,Direct,Direct,Transient,0
0,48,Online TA,TA/TO,Transient,1
0,16,Online TA,TA/TO,Transient,0
0,11,Online TA,TA/TO,Transient,0
0,0,Online TA,TA/TO,Transient-Party,0
0,0,Online TA,TA/TO,Transient-Party,0
0,13,Direct,Direct,Transient,1
0,8,Online TA,TA/TO,Transient,0
0,1,Online TA,TA/TO,Transient,0
0,35,Online TA,TA/TO,Transient,0
0,0,Online TA,TA/TO,Transient,0
0,25,Online TA,TA/TO,Transient,0
0,4,Online TA,TA/TO,Transient,0
0,3,Offline TA/TO,TA/TO,Transient,0
0,152,Groups,TA/TO,Transient-Party,0
0,30,Online TA,TA/TO,Transient,0
0,152,Groups,TA/TO,Transient-Party,0
0,13,Online TA,TA/TO,Transient-Party,0
0,14,Online TA,TA/TO,Transient-Party,0
0,14,Online TA,TA/TO,Transient-Party,0
0,13,Online TA,TA/TO,Transient-Party,0
0,7,Online TA,TA/TO,Transient-Party,0
0,7,Online TA,TA/TO,Transient-Party,0
0,110,Online TA,TA/TO,Transient,0
0,39,Online TA,TA/TO,Transient,0
0,68,Offline TA/TO,TA/TO,Transient,0
0,24,Online TA,TA/TO,Transient,1
0,155,Online TA,TA/TO,Transient,1
0,53,Online TA,TA/TO,Transient,0
0,11,Online TA,TA/TO,Transient,0
0,11,Online TA,TA/TO,Transient,0
0,5,Online TA,TA/TO,Transient,1
0,42,Online TA,TA/TO,Transient,1
0,180,Online TA,TA/TO,Transient,0
0,21,Online TA,TA/TO,Transient,1
0,36,Online TA,TA/TO,Transient,0
0,13,Online TA,TA/TO,Transient,0
0,39,Online TA,TA/TO,Transient,0
0,53,Online TA,TA/TO,Transient,0
0,3,Online TA,TA/TO,Transient,0
0,21,Online TA,TA/TO,Transient,0
0,14,Online TA,TA/TO,Transient-Party,0
0,4,Online TA,TA/TO,Transient,0
0,80,Groups,TA/TO,Transient-Party,0
0,47,Online TA,TA/TO,Transient,0
0,4,Corporate,Corporate,Transient,0
0,4,Corporate,Corporate,Transient,0
0,7,Online TA,TA/TO,Transient-Party,0
0,7,Online TA,TA/TO,Transient-Party,0
0,61,Offline TA/TO,TA/TO,Contract,0
0,42,Online TA,TA/TO,Transient,0
0,63,Offline TA/TO,TA/TO,Contract,0
0,2,Corporate,Corporate,Transient,0
0,49,Online TA,TA/TO,Transient,0
0,5,Online TA,TA/TO,Transient-Party,0
0,14,Online TA,TA/TO,Transient,0
0,62,Online TA,TA/TO,Transient-Party,0
0,62,Online TA,TA/TO,Transient-Party,1
0,10,Online TA,TA/TO,Transient,0
0,200,Online TA,TA/TO,Transient,0
0,200,Online TA,TA/TO,Transient,1
0,200,Online TA,TA/TO,Transient,0
0,45,Online TA,TA/TO,Transient,0
0,22,Online TA,TA/TO,Transient-Party,1
0,22,Online TA,TA/TO,Transient-Party,0
0,129,Online TA,TA/TO,Transient,1
0,211,Online TA,TA/TO,Transient-Party,0
0,211,Online TA,TA/TO,Transient-Party,0
0,58,Offline TA/TO,TA/TO,Transient-Party,0
0,58,Offline TA/TO,TA/TO,Transient-Party,0
0,150,Online TA,TA/TO,Transient,0
0,3,Direct,Direct,Transient,1
0,211,Direct,Direct,Transient,0
0,29,Online TA,TA/TO,Transient,0
0,11,Direct,Direct,Transient,1
0,9,Online TA,TA/TO,Transient,1
0,13,Online TA,TA/TO,Transient-Party,0
0,16,Online TA,TA/TO,Transient,0
0,18,Online TA,TA/TO,Transient-Party,0
0,2,Online TA,TA/TO,Transient-Party,0
0,40,Online TA,TA/TO,Transient,0
0,12,Online TA,TA/TO,Transient-Party,0
0,12,Online TA,TA/TO,Transient-Party,1
0,19,Offline TA/TO,TA/TO,Transient,1
0,2,Direct,Direct,Transient,0
0,13,Online TA,TA/TO,Transient-Party,0
0,133,Online TA,TA/TO,Transient,0
0,17,Online TA,TA/TO,Transient-Party,0
0,3,Online TA,TA/TO,Transient,0
0,6,Direct,Direct,Transient,0
0,185,Online TA,TA/TO,Transient,1
0,1,Direct,Direct,Transient,0
0,53,Direct,Direct,Transient,1
0,10,Online TA,TA/TO,Transient,1
0,64,Online TA,TA/TO,Transient,0
0,0,Direct,Direct,Transient,0
0,56,Online TA,TA/TO,Transient,0
0,276,Online TA,TA/TO,Transient,0
0,48,Online TA,TA/TO,Transient,1
0,84,Offline TA/TO,TA/TO,Transient,0
0,90,Offline TA/TO,TA/TO,Contract,0
0,166,Offline TA/TO,TA/TO,Contract,0
0,166,Offline TA/TO,TA/TO,Contract,0
0,50,Online TA,TA/TO,Transient,1
0,70,Online TA,TA/TO,Transient,1
0,87,Online TA,TA/TO,Transient,1
0,53,Online TA,TA/TO,Transient,1
0,49,Direct,Direct,Transient,1
0,23,Direct,Direct,Transient,1
0,62,Online TA,TA/TO,Transient,0
0,62,Online TA,TA/TO,Transient,1
0,24,Offline TA/TO,TA/TO,Transient,0
0,32,Online TA,TA/TO,Transient,0
0,31,Online TA,TA/TO,Transient,0
0,39,Online TA,TA/TO,Transient,0
0,38,Online TA,TA/TO,Transient,1
0,198,Online TA,TA/TO,Transient-Party,0
0,198,Online TA,TA/TO,Transient-Party,0
0,0,Direct,Direct,Transient,0
0,44,Online TA,TA/TO,Transient,0
0,53,Online TA,TA/TO,Transient,0
0,82,Online TA,TA/TO,Transient,0
0,21,Direct,Direct,Transient,1
0,71,Online TA,TA/TO,Transient,0
0,26,Online TA,TA/TO,Transient,0
0,88,Online TA,TA/TO,Transient,1
0,44,Direct,Direct,Transient,0
0,10,Online TA,TA/TO,Transient,0
0,68,Online TA,TA/TO,Transient,0
0,28,Online TA,TA/TO,Transient,1
0,0,Direct,Direct,Transient,0
0,72,Direct,Direct,Transient,0
0,4,Direct,Direct,Transient,0
0,49,Offline TA/TO,TA/TO,Contract,0
0,108,Offline TA/TO,TA/TO,Contract,0
0,28,Online TA,TA/TO,Transient,0
0,5,Offline TA/TO,TA/TO,Contract,0
0,36,Direct,Direct,Transient,0
0,72,Groups,TA/TO,Transient-Party,0
0,48,Online TA,TA/TO,Transient,1
0,351,Groups,TA/TO,Transient-Party,0
0,351,Groups,TA/TO,Transient-Party,0
0,59,Online TA,TA/TO,Transient,0
0,351,Groups,TA/TO,Transient-Party,0
0,351,Groups,TA/TO,Transient,0
0,351,Groups,TA/TO,Transient-Party,0
0,351,Groups,TA/TO,Transient-Party,0
0,72,Groups,TA/TO,Transient-Party,0
0,72,Groups,TA/TO,Transient-Party,0
0,351,Groups,TA/TO,Transient-Party,0
0,351,Groups,TA/TO,Transient-Party,0
0,72,Groups,TA/TO,Transient-Party,0
0,351,Groups,TA/TO,Transient-Party,0
0,351,Groups,TA/TO,Transient-Party,0
0,46,Groups,TA/TO,Transient-Party,0
0,351,Groups,TA/TO,Transient-Party,0
0,351,Groups,TA/TO,Transient-Party,0
0,17,Direct,Direct,Transient,0
0,351,Groups,TA/TO,Transient-Party,0
0,42,Online TA,TA/TO,Transient-Party,0
0,42,Online TA,TA/TO,Transient-Party,1
0,23,Online TA,TA/TO,Transient,0
0,142,Online TA,TA/TO,Transient,0
0,142,Online TA,TA/TO,Transient,0
0,49,Online TA,TA/TO,Transient,0
0,61,Online TA,TA/TO,Transient,1
0,44,Direct,Direct,Transient,0
0,74,Online TA,TA/TO,Transient-Party,0
0,74,Online TA,TA/TO,Transient-Party,0
0,7,Offline TA/TO,TA/TO,Contract,0
0,31,Online TA,TA/TO,Transient,1
0,34,Direct,Direct,Transient,0
0,74,Online TA,TA/TO,Transient-Party,0
0,85,Online TA,TA/TO,Transient,0
0,96,Offline TA/TO,TA/TO,Contract,1
0,22,Online TA,TA/TO,Transient,0
0,66,Online TA,TA/TO,Transient,0
0,153,Online TA,TA/TO,Transient,0
0,77,Direct,Direct,Transient,0
0,67,Offline TA/TO,TA/TO,Transient,0
0,23,Online TA,TA/TO,Transient,0
0,116,Online TA,TA/TO,Transient,0
0,18,Offline TA/TO,TA/TO,Transient,1
0,153,Online TA,TA/TO,Transient,0
0,17,Online TA,TA/TO,Transient-Party,0
0,41,Online TA,TA/TO,Transient,0
0,34,Groups,TA/TO,Contract,0
0,157,Online TA,TA/TO,Transient,0
0,80,Online TA,TA/TO,Transient,1
0,37,Online TA,TA/TO,Transient,1
0,31,Online TA,TA/TO,Transient-Party,0
0,28,Online TA,TA/TO,Transient,0
0,134,Offline TA/TO,TA/TO,Transient-Party,0
0,40,Groups,TA/TO,Contract,0
0,16,Online TA,TA/TO,Transient,1
0,52,Online TA,TA/TO,Transient,0
0,5,Online TA,TA/TO,Transient,0
0,11,Offline TA/TO,TA/TO,Contract,0
0,124,Groups,TA/TO,Contract,0
0,36,Online TA,TA/TO,Transient,1
0,89,Online TA,TA/TO,Transient-Party,1
0,89,Online TA,TA/TO,Transient-Party,0
0,73,Direct,Direct,Transient,1
0,10,Offline TA/TO,TA/TO,Contract,0
0,65,Online TA,TA/TO,Transient,0
0,124,Groups,TA/TO,Contract,0
0,124,Groups,TA/TO,Contract,0
0,124,Groups,TA/TO,Contract,0
0,39,Online TA,TA/TO,Transient,1
0,6,Online TA,TA/TO,Transient,0
0,67,Online TA,TA/TO,Transient,0
0,156,Online TA,TA/TO,Transient-Party,0
0,34,Online TA,TA/TO,Transient,1
0,156,Online TA,TA/TO,Transient-Party,0
0,52,Online TA,TA/TO,Transient,0
0,88,Online TA,TA/TO,Transient,0
0,58,Direct,Direct,Transient,1
0,92,Online TA,TA/TO,Transient,0
0,237,Offline TA/TO,TA/TO,Contract,0
0,267,Direct,Direct,Transient-Party,0
0,267,Direct,Direct,Transient-Party,0
0,77,Online TA,TA/TO,Transient-Party,1
0,77,Online TA,TA/TO,Transient-Party,0
0,41,Online TA,TA/TO,Transient,0
0,222,Offline TA/TO,TA/TO,Contract,0
0,87,Offline TA/TO,TA/TO,Transient,0
0,13,Online TA,TA/TO,Transient,0
0,8,Online TA,TA/TO,Transient,0
0,32,Direct,Direct,Transient-Party,0
0,42,Online TA,TA/TO,Transient,0
0,4,Offline TA/TO,TA/TO,Transient-Party,0
0,4,Offline TA/TO,TA/TO,Transient-Party,0
0,18,Direct,Direct,Transient,0
0,2,Direct,Direct,Transient,1
0,0,Direct,Direct,Transient,1
0,76,Offline TA/TO,TA/TO,Contract,0
0,3,Offline TA/TO,TA/TO,Transient,1
0,18,Offline TA/TO,TA/TO,Contract,0
0,1,Direct,Direct,Transient,1
0,32,Direct,Direct,Transient,0
0,30,Online TA,TA/TO,Transient,0
0,4,Online TA,TA/TO,Transient,1
0,15,Online TA,TA/TO,Transient,0
0,34,Direct,Direct,Transient,1
0,12,Online TA,TA/TO,Transient,0
0,38,Online TA,TA/TO,Transient,0
0,65,Online TA,TA/TO,Transient-Party,0
0,65,Online TA,TA/TO,Transient-Party,1
0,10,Online TA,TA/TO,Transient,0
0,10,Online TA,TA/TO,Transient,1
0,0,Direct,Direct,Transient,0
0,110,Online TA,TA/TO,Transient,0
0,68,Online TA,TA/TO,Transient,1
0,72,Direct,Direct,Transient,1
0,6,Direct,Direct,Transient,1
0,86,Online TA,TA/TO,Transient,0
0,4,Direct,Direct,Transient,0
0,108,Online TA,TA/TO,Transient,0
0,72,Online TA,TA/TO,Transient,0
0,17,Online TA,TA/TO,Transient,0
0,7,Direct,Direct,Transient,0
0,9,Direct,Direct,Transient,0
0,73,Online TA,TA/TO,Transient,1
0,73,Online TA,TA/TO,Transient,0
0,73,Online TA,TA/TO,Transient,0
0,156,Direct,Direct,Transient,0
0,156,Direct,Direct,Transient,0
0,84,Offline TA/TO,TA/TO,Contract,0
0,32,Direct,Direct,Transient,1
0,4,Direct,Direct,Transient,0
0,7,Online TA,TA/TO,Transient,1
0,67,Offline TA/TO,TA/TO,Contract,0
0,67,Offline TA/TO,TA/TO,Contract,0
0,28,Online TA,TA/TO,Transient,0
0,28,Online TA,TA/TO,Transient,0
0,7,Online TA,TA/TO,Transient-Party,0
0,17,Offline TA/TO,TA/TO,Contract,0
0,17,Offline TA/TO,TA/TO,Contract,0
0,88,Online TA,TA/TO,Transient,0
0,14,Online TA,TA/TO,Transient,0
0,2,Direct,TA/TO,Transient,0
0,28,Online TA,TA/TO,Transient,0
0,7,Online TA,TA/TO,Transient,1
0,212,Online TA,TA/TO,Transient,0
0,67,Online TA,TA/TO,Transient,0
0,0,Direct,TA/TO,Transient,0
0,61,Online TA,TA/TO,Transient,1
0,0,Direct,TA/TO,Transient,1
0,69,Online TA,TA/TO,Transient,0
0,180,Offline TA/TO,TA/TO,Transient,0
0,198,Online TA,TA/TO,Transient,1
0,0,Corporate,Corporate,Transient,0
0,75,Online TA,TA/TO,Transient,1
0,0,Direct,Direct,Transient,0
0,172,Direct,Direct,Transient,0
0,85,Direct,Direct,Transient-Party,0
0,85,Direct,Direct,Transient-Party,0
0,11,Direct,Direct,Transient,1
0,0,Direct,Direct,Transient,1
0,3,Online TA,TA/TO,Transient,1
0,216,Online TA,TA/TO,Transient-Party,1
0,216,Online TA,TA/TO,Transient-Party,0
0,22,Online TA,TA/TO,Transient,0
0,67,Online TA,TA/TO,Transient,0
0,0,Direct,Direct,Transient,0
0,86,Direct,Direct,Transient,0
0,89,Online TA,TA/TO,Transient,0
0,164,Online TA,TA/TO,Transient,1
0,171,Online TA,TA/TO,Transient,0
0,9,Online TA,TA/TO,Transient,0
0,73,Online TA,TA/TO,Transient,1
0,76,Online TA,TA/TO,Transient,0
0,80,Direct,Direct,Transient,0
0,63,Direct,Direct,Transient,0
0,7,Corporate,Corporate,Transient-Party,0
0,126,Online TA,TA/TO,Transient-Party,0
0,126,Online TA,TA/TO,Transient-Party,0
0,12,Online TA,TA/TO,Transient-Party,0
0,5,Complementary,TA/TO,Transient,0
0,12,Online TA,TA/TO,Transient-Party,0
0,126,Online TA,TA/TO,Transient-Party,0
0,27,Direct,Direct,Transient,0
0,5,Complementary,TA/TO,Transient,0
0,5,Complementary,TA/TO,Transient,0
0,5,Complementary,TA/TO,Transient,0
0,5,Complementary,TA/TO,Transient,0
0,192,Online TA,TA/TO,Transient,0
0,1,Online TA,TA/TO,Transient,1
0,126,Online TA,TA/TO,Transient-Party,0
0,4,Direct,Direct,Transient,1
0,60,Online TA,TA/TO,Transient,0
0,5,Offline TA/TO,TA/TO,Transient,0
0,100,Online TA,TA/TO,Transient,0
0,1,Offline TA/TO,TA/TO,Transient-Party,0
0,1,Offline TA/TO,TA/TO,Transient-Party,0
0,1,Offline TA/TO,TA/TO,Transient-Party,0
0,0,Direct,Direct,Transient,0
0,0,Direct,Direct,Transient,0
0,1,Corporate,Corporate,Transient-Party,0
0,1,Corporate,Corporate,Transient-Party,0
0,0,Corporate,Corporate,Transient-Party,0
0,128,Online TA,TA/TO,Transient-Party,0
0,128,Online TA,TA/TO,Transient-Party,0
0,0,Direct,Direct,Transient,0
0,142,Online TA,TA/TO,Transient,0
0,27,Offline TA/TO,TA/TO,Contract,0
0,60,Offline TA/TO,TA/TO,Contract,0
0,33,Offline TA/TO,TA/TO,Contract,0
0,26,Offline TA/TO,TA/TO,Contract,0
0,27,Offline TA/TO,TA/TO,Transient,0
0,254,Online TA,TA/TO,Transient,0
0,100,Online TA,TA/TO,Transient,0
0,20,Online TA,TA/TO,Transient,1
0,0,Online TA,TA/TO,Transient,1
0,167,Direct,Direct,Transient,0
0,31,Offline TA/TO,TA/TO,Contract,0
0,67,Online TA,TA/TO,Transient,1
0,0,Online TA,TA/TO,Transient,0
0,1,Online TA,TA/TO,Transient,0
0,75,Online TA,TA/TO,Transient,0
0,95,Online TA,TA/TO,Transient,0
0,130,Groups,TA/TO,Contract,1
0,72,Online TA,TA/TO,Transient,1
0,60,Online TA,TA/TO,Transient,0
0,83,Direct,Direct,Transient,0
0,2,Direct,Direct,Transient,1
0,10,Corporate,Direct,Transient,1
0,14,Offline TA/TO,TA/TO,Transient,0
0,94,Offline TA/TO,TA/TO,Contract,0
0,6,Direct,Direct,Transient,0
0,2,Online TA,TA/TO,Transient,0
0,4,Direct,TA/TO,Group,1
0,11,Direct,TA/TO,Transient,0
0,174,Online TA,TA/TO,Transient-Party,1
0,174,Online TA,TA/TO,Transient-Party,0
0,47,Direct,Direct,Transient,0
0,34,Online TA,TA/TO,Transient,0
0,8,Corporate,Corporate,Transient,0
0,111,Offline TA/TO,TA/TO,Transient,0
0,137,Offline TA/TO,TA/TO,Transient,0
0,8,Corporate,Corporate,Transient,1
0,1,Direct,Direct,Transient,1
0,87,Direct,Direct,Transient,1
0,22,Online TA,TA/TO,Transient,0
0,0,Online TA,TA/TO,Transient,0
0,74,Online TA,TA/TO,Transient,0
0,30,Offline TA/TO,TA/TO,Transient,0
0,0,Online TA,TA/TO,Transient,0
0,23,Groups,Direct,Transient-Party,0
0,24,Groups,Direct,Transient-Party,0
0,23,Groups,Direct,Transient-Party,1
0,32,Offline TA/TO,TA/TO,Transient,0
0,95,Offline TA/TO,TA/TO,Contract,0
0,63,Online TA,TA/TO,Transient,0
0,63,Online TA,TA/TO,Transient,0
0,63,Online TA,TA/TO,Transient,1
0,23,Groups,Direct,Transient-Party,1
0,30,Corporate,Corporate,Transient-Party,0
0,108,Online TA,TA/TO,Transient,0
0,30,Corporate,Corporate,Transient-Party,0
0,29,Direct,Direct,Transient,1
0,0,Direct,Direct,Transient,1
0,8,Complementary,Direct,Transient,1
0,232,Online TA,TA/TO,Transient,0
0,108,Direct,TA/TO,Transient,0
0,66,Online TA,TA/TO,Transient,0
0,1,Online TA,TA/TO,Transient,0
0,91,Online TA,TA/TO,Transient,0
0,206,Online TA,TA/TO,Transient,0
0,98,Online TA,TA/TO,Transient,0
0,2,Online TA,TA/TO,Transient,0
0,73,Offline TA/TO,TA/TO,Transient,0
0,4,Online TA,TA/TO,Transient,1
0,6,Online TA,TA/TO,Transient,0
0,98,Direct,Direct,Transient,0
0,84,Offline TA/TO,TA/TO,Transient,0
0,8,Direct,Direct,Transient,0
0,124,Groups,TA/TO,Contract,0
0,58,Groups,TA/TO,Contract,0
0,128,Groups,TA/TO,Contract,0
0,131,Groups,TA/TO,Contract,0
0,128,Groups,TA/TO,Contract,0
0,76,Online TA,TA/TO,Transient,0
0,128,Groups,TA/TO,Contract,0
0,123,Groups,TA/TO,Contract,0
0,131,Groups,TA/TO,Contract,0
0,47,Groups,TA/TO,Contract,0
0,0,Direct,Direct,Transient,1
0,6,Direct,Direct,Transient,0
0,49,Offline TA/TO,TA/TO,Contract,0
0,25,Offline TA/TO,TA/TO,Contract,0
0,150,Online TA,TA/TO,Transient,1
0,23,Groups,Direct,Transient-Party,0
0,12,Offline TA/TO,TA/TO,Contract,0
0,0,Online TA,TA/TO,Transient,0
0,153,Online TA,TA/TO,Transient,1
0,3,Direct,Direct,Transient,1
0,63,Direct,Direct,Transient,0
0,65,Direct,Direct,Transient,0
0,95,Online TA,TA/TO,Transient,1
0,21,Online TA,TA/TO,Transient,0
0,131,Groups,TA/TO,Contract,0
0,131,Groups,TA/TO,Contract,1
0,57,Groups,TA/TO,Contract,0
0,52,Groups,TA/TO,Contract,0
0,47,Groups,TA/TO,Contract,1
0,124,Groups,TA/TO,Contract,0
0,177,Direct,Direct,Transient,1
0,131,Groups,TA/TO,Contract,0
0,0,Direct,Direct,Transient,0
0,131,Groups,TA/TO,Contract,0
0,131,Groups,TA/TO,Contract,0
